Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
2849,The Lunchbox 2013 Re-release,11621581,4235151,7386430,2013.csv,2013,36.4%,63.6%
2850,Delicacy,11597420,498584,11098836,2011.csv,2011,4.3%,95.7%
2851,The Order,11560806,7660806,3900000,2002.csv,2002,66.3%,33.7%
2852,The Legend of Drunken Master,11555430,11555430,0,2000.csv,2000,100%,-
2853,Haute Cuisine,11509942,217883,11292059,2012.csv,2012,1.9%,98.1%
2854,Fists of Legend,11478881,134213,11344668,2013.csv,2013,1.2%,98.8%
2855,Trumbo,11430025,7857741,3572284,2015.csv,2015,68.7%,31.3%
2856,Seasons,11425100,150092,11275008,2016.csv,2016,1.3%,98.7%
2857,Fun Size,11417362,9409538,2007824,2012.csv,2012,82.4%,17.6%
2858,Suspect Zero,11416075,8725813,2690262,2004.csv,2004,76.4%,23.6%
2859,Bring The Soul: The Movie,11393886,4809800,6584086,2019.csv,2019,42.2%,57.8%
2860,The King's Case Note,11383493,90959,11292534,2017.csv,2017,0.8%,99.2%
2861,King of Thieves,11353515,7518,11345997,2018.csv,2018,<0.1%,99.9%
2862,Bajirao Mastani,11350917,6557047,4793870,2015.csv,2015,57.8%,42.2%
2863,The Apparition,11350665,4936819,6413846,2012.csv,2012,43.5%,56.5%
2864,Snow Flower and the Secret Fan,11348205,1348205,10000000,2011.csv,2011,11.9%,88.1%
2865,Connie and Carla,11341016,8085771,3255245,2004.csv,2004,71.3%,28.7%
2866,Kabhi Khushi Kabhie Gham...,11329690,2902000,8427690,2001.csv,2001,25.6%,74.4%
2867,"It's Not You, It's Me",11301956,1339911,9962045,2010.csv,2010,11.9%,88.1%
2868,Tomorrow,11277905,62510,11215395,2015.csv,2015,0.6%,99.4%
2869,At Eternity's Gate,11261585,2294915,8966670,2018.csv,2018,20.4%,79.6%
2870,You Can Count on Me,11242521,9416804,1825717,2000.csv,2000,83.8%,16.2%
2871,Straw Dogs,11168712,10324441,844271,2010.csv,2010,92.4%,7.6%
2872,Ida,11156836,3827060,7329776,2013.csv,2013,34.3%,65.7%
2873,Shadow of the Vampire,11155214,8293784,2861430,2000.csv,2000,74.3%,25.7%
2874,Gloria Bell,11145006,5611123,5533883,2019.csv,2019,50.3%,49.7%
2875,Bicycling with Molière,11123929,59874,11064055,2013.csv,2013,0.5%,99.5%
2876,We Are Your Friends,11122090,3591417,7530673,2015.csv,2015,32.3%,67.7%
2877,Conviction 2010 Re-release,11104555,6783129,4321426,2010.csv,2010,61.1%,38.9%
2878,The Warrior's Way,11103434,5666340,5437094,2010.csv,2010,51%,49%
2879,The Squid and the Whale,11098131,7372734,3725397,2005.csv,2005,66.4%,33.6%
2880,The Belko Experiment,11084630,10166820,917810,2017.csv,2017,91.7%,8.3%
2881,Promised Land,11039031,7597898,3441133,2012.csv,2012,68.8%,31.2%
2882,Head-On,11030861,435395,10595466,2004.csv,2004,3.9%,96.1%
2883,Last Night,11027222,99000,10928222,2010.csv,2010,0.9%,99.1%
2884,La boda de Valentina,11021794,2783739,8238055,2018.csv,2018,25.3%,74.7%
2885,The Loft,11016443,6002684,5013759,2014.csv,2014,54.5%,45.5%
2886,Adrenaline Rush: The Science of Risk,11011932,10994028,17904,2002.csv,2002,99.8%,0.2%
2887,Gringo,11001627,4969853,6031774,2018.csv,2018,45.2%,54.8%
2888,[REC] 3: Genesis,10998667,9600,10989067,2012.csv,2012,<0.1%,99.9%
2889,The Beat That My Heart Skipped,10988397,1023424,9964973,2005.csv,2005,9.3%,90.7%
2890,Hyde Park on Hudson,10980481,6376145,4604336,2012.csv,2012,58.1%,41.9%
2891,Justin Bieber's Believe,10980157,6206566,4773591,2013.csv,2013,56.5%,43.5%
2892,District B13,10976892,1200216,9776676,2004.csv,2004,10.9%,89.1%
2893,Friend Request,10975390,3759078,7216312,2016.csv,2016,34.3%,65.7%
2894,The Florida Project,10971298,5904366,5066932,2017.csv,2017,53.8%,46.2%
2895,Extreme Ops,10959475,4842259,6117216,2002.csv,2002,44.2%,55.8%
2896,Jonah Hex,10903312,10547117,356195,2010.csv,2010,96.7%,3.3%
2897,One Chance,10900434,101196,10799238,2013.csv,2013,0.9%,99.1%
2898,A Bag of Marbles,10898998,411318,10487680,2017.csv,2017,3.8%,96.2%
2899,The Perfect Score,10898337,10391003,507334,2004.csv,2004,95.3%,4.7%
2900,The Darkness,10898293,10753574,144719,2016.csv,2016,98.7%,1.3%
2901,Lucky Numbers,10890222,10042516,847706,2000.csv,2000,92.2%,7.8%
2902,Here on Earth,10873148,10522168,350980,2000.csv,2000,96.8%,3.2%
2903,Steamboy,10870198,468867,10401331,2004.csv,2004,4.3%,95.7%
2904,Only You,10857889,61565,10796324,2015.csv,2015,0.6%,99.4%
2905,The Libertine,10852064,4835065,6016999,2005.csv,2005,44.6%,55.4%
2906,2.0,10847903,4152000,6695903,2018.csv,2018,38.3%,61.7%
2907,I'm Always Here,10836270,1747060,9089210,2004.csv,2004,16.1%,83.9%
2908,Danny Collins,10835752,5637066,5198686,2015.csv,2015,52%,48%
2909,Flying Monsters 3D with David Attenborough,10813862,5705874,5107988,2011.csv,2011,52.8%,47.2%
2910,Sophie Scholl: The Final Days,10804315,680331,10123984,2005.csv,2005,6.3%,93.7%
2911,Carandiru,10781635,216335,10565300,2004.csv,2004,2%,98%
2912,The Great Raid,10769311,10167373,601938,2005.csv,2005,94.4%,5.6%
2913,Golden Slumber,10733326,94450,10638876,2018.csv,2018,0.9%,99.1%
2914,Our Kind of Traitor,10711027,3153157,7557870,2016.csv,2016,29.4%,70.6%
2915,Prom,10702246,10130219,572027,2011.csv,2011,94.7%,5.3%
2916,The Sessions,10656155,6002451,4653704,2012.csv,2012,56.3%,43.7%
2917,Red Joan,10647493,1579730,9067763,2018.csv,2018,14.8%,85.2%
2918,Only God Forgives,10635126,779188,9855938,2013.csv,2013,7.3%,92.7%
2919,My Old Lady,10606667,4013786,6592881,2014.csv,2014,37.8%,62.2%
2920,Heartbreaker 2010 Re-release,10606371,504030,10102341,2010.csv,2010,4.8%,95.2%
2921,First Daughter,10592180,9055921,1536259,2004.csv,2004,85.5%,14.5%
2922,Pollock,10558970,8598593,1960377,2000.csv,2000,81.4%,18.6%
2923,The Phone,10551318,40516,10510802,2015.csv,2015,0.4%,99.6%
2924,Moms' Night Out,10536956,10429707,107249,2014.csv,2014,99%,1%
2925,Get Low,10522511,9176933,1345578,2010.csv,2010,87.2%,12.8%
2926,Anatomie,10501958,9660,10492298,2000.csv,2000,<0.1%,99.9%
2927,Intimate Strangers,10484574,2110589,8373985,2004.csv,2004,20.1%,79.9%
2928,I Still Believe,10482561,9868521,614040,2020.csv,2020,94.1%,5.9%
2929,The Leisure Seeker,10472180,3226443,7245737,2017.csv,2017,30.8%,69.2%
2930,The Cooler,10464788,8291572,2173216,2003.csv,2003,79.2%,20.8%
2931,Alone in the Dark,10442808,5178569,5264239,2005.csv,2005,49.6%,50.4%
2932,Mood Indigo,10435322,303187,10132135,2013.csv,2013,2.9%,97.1%
2933,Furious,10433259,9996,10423263,2017.csv,2017,<0.1%,99.9%
2934,Every Day,10421847,6102076,4319771,2018.csv,2018,58.6%,41.4%
2935,The Perfect Match,10414738,9669521,745217,2016.csv,2016,92.8%,7.2%
2936,"Where'd You Go, Bernadette",10411096,9198356,1212740,2019.csv,2019,88.4%,11.6%
2937,The Virgin Suicides,10409377,4906229,5503148,2000.csv,2000,47.1%,52.9%
2938,Swing Kids,10397408,222001,10175407,2018.csv,2018,2.1%,97.9%
2939,Lobster Cop,10373129,85693,10287436,2018.csv,2018,0.8%,99.2%
2940,Town & Country,10372291,6719973,3652318,2001.csv,2001,64.8%,35.2%
2941,Queen of Katwe,10367161,8874389,1492772,2016.csv,2016,85.6%,14.4%
2942,Wasabi,10366360,97220,10269140,2001.csv,2001,0.9%,99.1%
2943,Kin,10313019,5718096,4594923,2018.csv,2018,55.4%,44.6%
2944,The Babadook,10312540,964413,9348127,2014.csv,2014,9.4%,90.6%
2945,3-D Sex and Zen: Extreme Ecstasy,10306807,153215,10153592,2011.csv,2011,1.5%,98.5%
2946,Stone,10300416,1810078,8490338,2010.csv,2010,17.6%,82.4%
2947,Saved!,10275509,8940582,1334927,2004.csv,2004,87%,13%
2948,Girls vs Gangsters,10265819,37115,10228704,2018.csv,2018,0.4%,99.6%
2949,Chennai Express,10234653,5307960,4926693,2013.csv,2013,51.9%,48.1%
2950,The Miracle Season,10230620,10230620,0,2018.csv,2018,100%,-
2951,The Wash,10229331,10097538,131793,2001.csv,2001,98.7%,1.3%
2952,In the Mix,10223896,10223896,0,2005.csv,2005,100%,-
2953,Babies,10219306,7320323,2898983,2010.csv,2010,71.6%,28.4%
2954,The Best of Enemies,10209813,10205616,4197,2019.csv,2019,100%,<0.1%
2955,Senna,10197661,1612430,8585231,2010.csv,2010,15.8%,84.2%
2956,Woman on Top,10194274,5020111,5174163,2000.csv,2000,49.2%,50.8%
2957,For Greater Glory: The True Story of Cristiada,10173682,5672846,4500836,2012.csv,2012,55.8%,44.2%
2958,The Ice Harvest,10156968,9016782,1140186,2005.csv,2005,88.8%,11.2%
2959,Sleepover,10143022,9436390,706632,2004.csv,2004,93%,7%
2960,Ben Is Back,10134204,3703184,6431020,2018.csv,2018,36.5%,63.5%
2961,Thirteen,10128960,4601043,5527917,2003.csv,2003,45.4%,54.6%
2962,Trespass,10117966,24094,10093872,2011.csv,2011,0.2%,99.8%
2963,Marshall,10116816,10051659,65157,2017.csv,2017,99.4%,0.6%
2964,Iron Sky,10109659,122082,9987577,2012.csv,2012,1.2%,98.8%
2965,BTS World Tour: Love Yourself in Seoul,10109421,3509917,6599504,2019.csv,2019,34.7%,65.3%
2966,Bernie,10090641,9206470,884171,2012.csv,2012,91.2%,8.8%
2967,Pulse: A Stomp Odyssey,10086514,10086514,0,2002.csv,2002,100%,-
2968,A Little Chaos,10084623,558173,9526450,2015.csv,2015,5.5%,94.5%
2969,Gladiators of Rome,10079201,8201,10071000,2012.csv,2012,<0.1%,99.9%
2970,Papillon,10060903,2335896,7725007,2018.csv,2018,23.2%,76.8%
2971,A Day Without a Mexican,10057021,4179890,5877131,2004.csv,2004,41.6%,58.4%
2972,Sexy Beast,10045677,6946056,3099621,2001.csv,2001,69.1%,30.9%
2973,The Deep End,10031529,8823109,1208420,2001.csv,2001,88%,12%
2974,The King's Choice,10017316,113231,9904085,2016.csv,2016,1.1%,98.9%
2975,Kissing Jessica Stein,10013424,7025722,2987702,2002.csv,2002,70.2%,29.8%
2976,Elephant,10012022,1266955,8745067,2003.csv,2003,12.7%,87.3%
2977,Moonlight Mile,10011050,6835856,3175194,2002.csv,2002,68.3%,31.7%
2978,Thank You for Your Service,9995692,9536300,459392,2017.csv,2017,95.4%,4.6%
2979,Angel-A,9995168,202647,9792521,2005.csv,2005,2%,98%
2980,Alan Partridge,9979601,153426,9826175,2013.csv,2013,1.5%,98.5%
2981,Returner,9978256,73060,9905196,2002.csv,2002,0.7%,99.3%
2982,Kinky Boots,9950133,1822428,8127705,2005.csv,2005,18.3%,81.7%
2983,Cyrus,9933873,7468936,2464937,2010.csv,2010,75.2%,24.8%
2984,The Goldfinch,9932621,5332621,4600000,2019.csv,2019,53.7%,46.3%
2985,The Collection,9929706,6842058,3087648,2012.csv,2012,68.9%,31.1%
2986,Never Let Me Go,9904795,2434652,7470143,2010.csv,2010,24.6%,75.4%
2987,Whatever It Takes,9902115,8745680,1156435,2000.csv,2000,88.3%,11.7%
2988,The Princess and the Matchmaker,9899017,78900,9820117,2018.csv,2018,0.8%,99.2%
2989,Tsotsi,9891303,2912606,6978697,2005.csv,2005,29.4%,70.6%
2990,Simmba,9865268,5102129,4763139,2018.csv,2018,51.7%,48.3%
2991,Arctic Dogs,9860619,5801249,4059370,2019.csv,2019,58.8%,41.2%
2992,Mostly Martha,9852022,4160475,5691547,2002.csv,2002,42.2%,57.8%
2993,Mondays in the Sun,9832663,153256,9679407,2002.csv,2002,1.6%,98.4%
2994,3 Strikes,9832166,9832166,0,2000.csv,2000,100%,-
2995,Ghost in the Shell 2: Innocence,9789651,1043896,8745755,2004.csv,2004,10.7%,89.3%
2996,Young & Beautiful,9757417,61067,9696350,2013.csv,2013,0.6%,99.4%
2997,Tamjung Hong Gil-dong: Sarajin Ma-eul,9754195,67054,9687141,2016.csv,2016,0.7%,99.3%
2998,Maudie,9733932,6170998,3562934,2017.csv,2017,63.4%,36.6%
2999,My Life Without Me,9726954,400948,9326006,2003.csv,2003,4.1%,95.9%
3000,Bread and Tulips,9719848,5318679,4401169,2000.csv,2000,54.7%,45.3%
3001,Popstar: Never Stop Never Stopping,9680029,9639125,40904,2016.csv,2016,99.6%,0.4%
3002,Tod@s Caen,9667157,2670925,6996232,2019.csv,2019,27.6%,72.4%
3003,In Darkness,9661759,1041455,8620304,2012.csv,2012,10.8%,89.2%
3004,Overdrive,9650552,7793,9642759,2017.csv,2017,<0.1%,99.9%
3005,The Young Black Stallion,9638389,6751389,2887000,2003.csv,2003,70%,30%
3006,On the Road,9617377,744296,8873081,2012.csv,2012,7.7%,92.3%
3007,Private,9595697,15811,9579886,2005.csv,2005,0.2%,99.8%
3008,Paterson,9588282,2152738,7435544,2016.csv,2016,22.5%,77.5%
3009,Hysteria,9584256,1804139,7780117,2011.csv,2011,18.8%,81.2%
3010,Official Secrets,9581462,1988546,7592916,2019.csv,2019,20.8%,79.2%
3011,The Man Without a Past,9564237,921847,8642390,2002.csv,2002,9.6%,90.4%
3012,God of War,9559524,53000,9506524,2017.csv,2017,0.6%,99.4%
3013,Promare,9548005,2313596,7234409,2019.csv,2019,24.2%,75.8%
3014,Traffik,9515914,9186156,329758,2018.csv,2018,96.5%,3.5%
3015,The Young and Prodigious T.S. Spivet,9494789,173564,9321225,2013.csv,2013,1.8%,98.2%
3016,The Square,9493791,1502347,7991444,2017.csv,2017,15.8%,84.2%
3017,Point Blank,9487445,708215,8779230,2010.csv,2010,7.5%,92.5%
3018,Our Time Will Come,9484714,114560,9370154,2017.csv,2017,1.2%,98.8%
3019,The Mayor 2017 Re-release,9476194,96777,9379417,2017.csv,2017,1%,99%
3020,Peepli (Live),9460931,757951,8702980,2010.csv,2010,8%,92%
3021,Superbabies: Baby Geniuses 2,9448644,9219388,229256,2004.csv,2004,97.6%,2.4%
3022,Veronica Guerin,9439660,1571504,7868156,2003.csv,2003,16.6%,83.4%
3023,The Big Bad Fox and Other Tales 2017 Re-release,9422127,35787,9386340,2017.csv,2017,0.4%,99.6%
3024,Ghost Dog: The Way of the Samurai,9380473,3308029,6072444,2000.csv,2000,35.3%,64.7%
3025,Bel Ami,9374932,120462,9254470,2012.csv,2012,1.3%,98.7%
3026,You Were Never Really Here,9360514,2528078,6832436,2017.csv,2017,27%,73%
3027,Saving Private Perez,9330465,1400726,7929739,2011.csv,2011,15%,85%
3028,Replicas,9330075,4046429,5283646,2018.csv,2018,43.4%,56.6%
3029,The Story of the Weeping Camel,9328652,1763052,7565600,2004.csv,2004,18.9%,81.1%
3030,MacGruber,9322895,8525600,797295,2010.csv,2010,91.4%,8.6%
3031,Peeples,9307166,9177065,130101,2013.csv,2013,98.6%,1.4%
3032,Mad Love,9306362,280046,9026316,2001.csv,2001,3%,97%
3033,Secretary,9304609,4059680,5244929,2002.csv,2002,43.6%,56.4%
3034,Mid90s,9303022,7362439,1940583,2018.csv,2018,79.1%,20.9%
3035,Salaam Namaste,9289939,1413283,7876656,2005.csv,2005,15.2%,84.8%
3036,Jerusalem,9279456,8020721,1258735,2013.csv,2013,86.4%,13.6%
3037,Le Chef,9245235,342667,8902568,2012.csv,2012,3.7%,96.3%
3038,We Need to Talk About Kevin,9232318,1738692,7493626,2011.csv,2011,18.8%,81.2%
3039,The Aftermath,9215591,1618497,7597094,2019.csv,2019,17.6%,82.4%
3040,State and Main,9206279,6944471,2261808,2000.csv,2000,75.4%,24.6%
3041,Tulip Fever,9204549,2455635,6748914,2017.csv,2017,26.7%,73.3%
3042,My Cousin Rachel,9200168,2716368,6483800,2017.csv,2017,29.5%,70.5%
3043,Jexi,9172189,6546159,2626030,2019.csv,2019,71.4%,28.6%
3044,A Hologram for the King,9169507,4212494,4957013,2016.csv,2016,45.9%,54.1%
3045,Unfinished Song,9166865,1702668,7464197,2013.csv,2013,18.6%,81.4%
3046,The Raid: Redemption,9148519,4105187,5043332,2012.csv,2012,44.9%,55.1%
3047,Ruby Sparks,9128263,2540106,6588157,2012.csv,2012,27.8%,72.2%
3048,My Piece of the Pie,9123187,6850,9116337,2011.csv,2011,<0.1%,99.9%
3049,Searching for Sugar Man,9122406,3696196,5426210,2012.csv,2012,40.5%,59.5%
3050,City Of Rock,9118873,312537,8806336,2017.csv,2017,3.4%,96.6%
3051,Human Capital,9113941,158549,8955392,2014.csv,2014,1.7%,98.3%
3052,Miss Sloane,9101546,3500605,5600941,2016.csv,2016,38.5%,61.5%
3053,Meet the Blacks,9097072,9097072,0,2016.csv,2016,100%,-
3054,Tolkien,9090040,4535154,4554886,2019.csv,2019,49.9%,50.1%
3055,Mad Hot Ballroom,9079042,8117961,961081,2005.csv,2005,89.4%,10.6%
3056,Twice Born,9075131,18295,9056836,2012.csv,2012,0.2%,99.8%
3057,Me and Earl and the Dying Girl,9074749,6758416,2316333,2015.csv,2015,74.5%,25.5%
3058,Monsieur Lazhar,9074711,2009517,7065194,2012.csv,2012,22.1%,77.9%
3059,The Fifth Estate,9058564,3255008,5803556,2013.csv,2013,35.9%,64.1%
3060,El Crimen Perfecto (The Perfect Crime),9040997,418843,8622154,2004.csv,2004,4.6%,95.4%
3061,Incarnate,9037058,4799774,4237284,2016.csv,2016,53.1%,46.9%
3062,Like Crazy,9029150,107362,8921788,2016.csv,2016,1.2%,98.8%
3063,Truman,9027600,210840,8816760,2015.csv,2015,2.3%,97.7%
3064,"Two Days, One Night",9016922,1436243,7580679,2014.csv,2014,15.9%,84.1%
3065,Champion,8974547,97472,8877075,2018.csv,2018,1.1%,98.9%
3066,Frances Ha,8955357,4069826,4885531,2013.csv,2013,45.4%,54.6%
3067,The Lobster 2016 Re-release,8952351,8700374,251977,2016.csv,2016,97.2%,2.8%
3068,The Sun Behind the Moon,8914751,1418314,7496437,2001.csv,2001,15.9%,84.1%
3069,Hannah Arendt,8880936,717205,8163731,2013.csv,2013,8.1%,91.9%
3070,Bluebeard,8855737,43144,8812593,2017.csv,2017,0.5%,99.5%
3071,Après Vous,8852763,830292,8022471,2003.csv,2003,9.4%,90.6%
3072,All Together,8835903,43180,8792723,2012.csv,2012,0.5%,99.5%
3073,Morgan,8809407,3915251,4894156,2016.csv,2016,44.4%,55.6%
3074,18 ans après,8785730,25611,8760119,2003.csv,2003,0.3%,99.7%
3075,Captive State,8772812,5958315,2814497,2019.csv,2019,67.9%,32.1%
3076,Son of the Bride,8772695,624757,8147938,2001.csv,2001,7.1%,92.9%
3077,7 Days in Entebbe,8771432,3326885,5444547,2018.csv,2018,37.9%,62.1%
3078,Ghost World,8764007,6217849,2546158,2001.csv,2001,70.9%,29.1%
3079,Marguerite,8754356,506677,8247679,2015.csv,2015,5.8%,94.2%
3080,La folle histoire de Max et Léon,8750678,543,8750135,2016.csv,2016,<0.1%,100%
3081,The Villainess,8737458,27741,8709717,2017.csv,2017,0.3%,99.7%
3082,Code Geass: Lelouch of the Re;Surrection 2019 Re-release,8715612,522805,8192807,2019.csv,2019,6%,94%
3083,Infernal Affairs,8708932,169659,8539273,2002.csv,2002,1.9%,98.1%
3084,The Forsaken,8704851,7288451,1416400,2001.csv,2001,83.7%,16.3%
3085,The Station Agent,8679814,5739376,2940438,2003.csv,2003,66.1%,33.9%
3086,Le Week-End,8652213,2225098,6427115,2013.csv,2013,25.7%,74.3%
3087,The Traitor,8650229,296027,8354202,2019.csv,2019,3.4%,96.6%
3088,Pope Francis: A Man of His Word,8608385,2008385,6600000,2018.csv,2018,23.3%,76.7%
3089,Love Me If You Dare,8561371,553504,8007867,2003.csv,2003,6.5%,93.5%
3090,Willard,8546666,6886089,1660577,2003.csv,2003,80.6%,19.4%
3091,Space Dogs,8530226,14408,8515818,2010.csv,2010,0.2%,99.8%
3092,Our Brand Is Crisis,8527658,7002261,1525397,2015.csv,2015,82.1%,17.9%
3093,Before Night Falls,8527517,4242892,4284625,2000.csv,2000,49.8%,50.2%
3094,What If,8526288,3493000,5033288,2014.csv,2014,41%,59%
3095,Stronger,8503658,4211129,4292529,2017.csv,2017,49.5%,50.5%
3096,Big Trouble,8493890,7267307,1226583,2002.csv,2002,85.6%,14.4%
3097,Piranha 3DD,8493728,376512,8117216,2012.csv,2012,4.4%,95.6%
3098,La mujer de mi hermano,8492178,2808241,5683937,2005.csv,2005,33.1%,66.9%
3099,Sorry We Missed You,8487343,28273,8459070,2019.csv,2019,0.3%,99.7%
3100,Star Wars: Episode II - Attack of the Clones 2002 IMAX Release,8485488,8485488,0,2002.csv,2002,100%,-
3101,Stay,8483797,3626883,4856914,2005.csv,2005,42.8%,57.2%
3102,Amityville: The Awakening,8481997,742,8481255,2017.csv,2017,<0.1%,100%
3103,A-X-L,8467697,6501381,1966316,2018.csv,2018,76.8%,23.2%
3104,The Outrage,8457741,44745,8412996,2010.csv,2010,0.5%,99.5%
3105,Beyond the Sea,8447615,6318709,2128906,2004.csv,2004,74.8%,25.2%
3106,Casa de mi Padre,8446952,5909483,2537469,2012.csv,2012,70%,30%
3107,A Street Cat Named Bob,8446262,82703,8363559,2016.csv,2016,1%,99%
3108,Princesas,8446185,29472,8416713,2005.csv,2005,0.3%,99.7%
3109,The Way 2010 Re-release,8437872,4430765,4007107,2010.csv,2010,52.5%,47.5%
3110,Condorito: The Movie,8431194,447719,7983475,2017.csv,2017,5.3%,94.7%
3111,Raees,8428190,3262954,5165236,2017.csv,2017,38.7%,61.3%
3112,Amen.,8419052,274299,8144753,2002.csv,2002,3.3%,96.7%
3113,Go for Zucker,8394115,87490,8306625,2005.csv,2005,1%,99%
3114,Death to Smoochy,8382938,8364691,18247,2002.csv,2002,99.8%,0.2%
3115,Bones,8378853,7316658,1062195,2001.csv,2001,87.3%,12.7%
3116,Filth,8377987,34411,8343576,2013.csv,2013,0.4%,99.6%
3117,Snabba Cash,8369756,205741,8164015,2010.csv,2010,2.5%,97.5%
3118,The Love Punch,8366493,266588,8099905,2014.csv,2014,3.2%,96.8%
3119,Venus in Fur,8350026,373605,7976421,2013.csv,2013,4.5%,95.5%
3120,I Am Not Your Negro,8345298,7123919,1221379,2017.csv,2017,85.4%,14.6%
3121,Time Renegades,8312361,59425,8252936,2016.csv,2016,0.7%,99.3%
3122,London Boulevard,8307227,16075,8291152,2010.csv,2010,0.2%,99.8%
3123,Design for Living,8290521,63675,8226846,2015.csv,2015,0.8%,99.2%
3124,My Worst Nightmare,8226544,21952,8204592,2011.csv,2011,0.3%,99.7%
3125,It Runs in the Family,8211508,7491839,719669,2003.csv,2003,91.2%,8.8%
3126,The Machinist,8203235,1082715,7120520,2004.csv,2004,13.2%,86.8%
3127,Santa vs. the Snowman 3D,8198286,1934053,6264233,2002.csv,2002,23.6%,76.4%
3128,Cave of Forgotten Dreams,8183347,5304920,2878427,2011.csv,2011,64.8%,35.2%
3129,The Big Year,8179416,7204138,975278,2011.csv,2011,88.1%,11.9%
3130,The Edukators,8152859,175493,7977366,2004.csv,2004,2.2%,97.8%
3131,Impostor,8145549,6285176,1860373,2002.csv,2002,77.2%,22.8%
3132,Mangal Pandey: The Rising,8142076,954108,7187968,2005.csv,2005,11.7%,88.3%
3133,Walk of Shame,8122990,59209,8063781,2014.csv,2014,0.7%,99.3%
3134,Spartan,8112712,4434432,3678280,2004.csv,2004,54.7%,45.3%
3135,Ernest & Celestine,8111137,262075,7849062,2012.csv,2012,3.2%,96.8%
3136,The New Year's Eve of Old Lee,8099301,25358,8073943,2016.csv,2016,0.3%,99.7%
3137,The Man Who Invented Christmas,8096007,5676486,2419521,2017.csv,2017,70.1%,29.9%
3138,The Company Men,8087000,4441272,3645728,2011.csv,2011,54.9%,45.1%
3139,The Hidden Blade,8043781,38147,8005634,2004.csv,2004,0.5%,99.5%
3140,Heroine,8036853,598668,7438185,2012.csv,2012,7.4%,92.6%
3141,Me and You and Everyone We Know,8012838,3885134,4127704,2005.csv,2005,48.5%,51.5%
3142,My King,8003331,54114,7949217,2015.csv,2015,0.7%,99.3%
3143,Disobedience,8003180,3498782,4504398,2018.csv,2018,43.7%,56.3%
3144,Life Itself,7997774,4102648,3895126,2018.csv,2018,51.3%,48.7%
3145,Denial,7994527,4073489,3921038,2016.csv,2016,51%,49%
3146,American Splendor,7986084,6010990,1975094,2003.csv,2003,75.3%,24.7%
3147,The Battle of Jangsari,7976445,70853,7905592,2019.csv,2019,0.9%,99.1%
3148,Metallica Through the Never,7975812,3419967,4555845,2013.csv,2013,42.9%,57.1%
3149,Merci pour le Chocolat,7972251,443238,7529013,2002.csv,2002,5.6%,94.4%
3150,Fanfan,7949963,32686,7917277,2003.csv,2003,0.4%,99.6%
3151,Chasing Mavericks,7942116,6002756,1939360,2012.csv,2012,75.6%,24.4%
3152,Suspiria,7942093,2483472,5458621,2018.csv,2018,31.3%,68.7%
3153,Coffee and Cigarettes,7929307,2198924,5730383,2004.csv,2004,27.7%,72.3%
3154,The Ark of Mr Chow,7894075,54075,7840000,2015.csv,2015,0.7%,99.3%
3155,Baghban,7885479,1058803,6826676,2003.csv,2003,13.4%,86.6%
3156,Pavarotti,7885016,4600249,3284767,2019.csv,2019,58.3%,41.7%
3157,Inside Job,7871522,4312735,3558787,2010.csv,2010,54.8%,45.2%
3158,For a Few Bullets,7860447,30142,7830305,2016.csv,2016,0.4%,99.6%
3159,Salut d'Amour,7858183,22480,7835703,2015.csv,2015,0.3%,99.7%
3160,Pele: Birth of a Legend,7846608,57046,7789562,2016.csv,2016,0.7%,99.3%
3161,The Lady,7832142,355391,7476751,2011.csv,2011,4.5%,95.5%
3162,Renoir,7816573,2293798,5522775,2013.csv,2013,29.3%,70.7%
3163,Dongju: The Portrait of a Poet,7809531,56550,7752981,2016.csv,2016,0.7%,99.3%
3164,Tupac: Resurrection,7808524,7718961,89563,2003.csv,2003,98.9%,1.1%
3165,Qué León,7807916,2607916,5200000,2018.csv,2018,33.4%,66.6%
3166,Bad Words,7804337,7779614,24723,2014.csv,2014,99.7%,0.3%
3167,Amazing Grace,7796112,4450456,3345656,2018.csv,2018,57.1%,42.9%
3168,Real Women Have Curves,7777790,5853194,1924596,2002.csv,2002,75.3%,24.7%
3169,By the Grace of God,7755652,67059,7688593,2019.csv,2019,0.9%,99.1%
3170,3 idiotas,7738470,1249233,6489237,2017.csv,2017,16.1%,83.9%
3171,Certified Copy,7736632,1373975,6362657,2010.csv,2010,17.8%,82.2%
3172,Butterfly,7733894,2092682,5641212,2000.csv,2000,27.1%,72.9%
3173,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,7733048,34135,7698913,2019.csv,2019,0.4%,99.6%
3174,Explosion,7731410,122700,7608710,2017.csv,2017,1.6%,98.4%
3175,Cedar Rapids,7728936,6861102,867834,2011.csv,2011,88.8%,11.2%
3176,Mia Madre,7723656,303002,7420654,2015.csv,2015,3.9%,96.1%
3177,The Sweeney,7708312,26650,7681662,2012.csv,2012,0.3%,99.7%
3178,Kevin Hart: Laugh at My Pain,7706436,7706436,0,2011.csv,2011,100%,-
3179,BPM (Beats Per Minute),7704369,125189,7579180,2017.csv,2017,1.6%,98.4%
3180,Penguins,7699452,7699452,0,2019.csv,2019,100%,-
3181,No,7699095,2343664,5355431,2012.csv,2012,30.4%,69.6%
3182,Declaration of War,7691610,59100,7632510,2011.csv,2011,0.8%,99.2%
3183,Finding Fanny,7685784,615691,7070093,2014.csv,2014,8%,92%
